TABELA DE INSUMOS;;;;;;;;;;;
;;;;;;;;;;;
Item;CÓDIGO DA SOLUÇÃO NA PIR/SIAC;Produto (Solução);Quantidade;Descrição do Insumo;Detalhamento;Código RM;;;;;
3128;BA00000000507/030000002071 ;Preço de venda: Custo dos produtos e serviço da empresa Na Medida;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3191;BA00000000507/030000002071 ;Preço de venda: Custo dos produtos e serviço da empresa Na Medida;1;Evento/Computador ;;02.01.0046 ;;;;;
3257;BA00000000507/030000002071 ;Preço de venda: Custo dos produtos e serviço da empresa Na Medida;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3323;BA00000000507/030000002071 ;Preço de venda: Custo dos produtos e serviço da empresa Na Medida;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3392;BA00000000507/030000002071 ;Preço de venda: Custo dos produtos e serviço da empresa Na Medida;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3458;BA00000000507/030000002071 ;Preço de venda: Custo dos produtos e serviço da empresa Na Medida;1;Tela de Projeção ;;01.08.0057 ;;;;;
432;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;50;Expediente/Papel Flip Chart;;01.02.0179;;;;;
839;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;NP;Na medida/Bloco;;01.06.0001;;;;;
861;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;NP;Na medida/Pasta;;01.06.0002;;;;;
883;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;NP;Na medida/Caneta;;01.06.0005;;;;;
909;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;NP;Na medida/Certificado;;01.06.0006;;;;;
1153;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;1;Check Item/Vídeo do Na Medida;;;;;;;
1745;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;NP;Matriz/Formulário de avaliação;;;;;;;
1789;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;NP;Na Medida/MP Processo Seletivo;;;;;;;
1893;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2442;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2443;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2444;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
3062;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;1;Caixa de Som ;;01.08.0010 ;;;;;
3127;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3190;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;1;Evento/Computador ;;02.01.0046 ;;;;;
3256;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3322;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3391;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3457;BA00000000497/030000002061;Processo seletivo do emprego Na Medida;1;Tela de Projeção ;;01.08.0057 ;;;;;
5;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;1;Expediente/Balão Colorido - PCT 50;;01.02.0005;;;;;
31;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;NP;Expediente/Borracha - Bicolor - Macia 52x18x7 mm;;01.02.0016;;;;;
85;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
127;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;NP;Expediente/Lápis Apontado - Preto - nº 02;;01.02.0070;;;;;
240;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;1;Caixa de Bombom;;;;;;;
254;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;1;Expediente/Palito de Dente;;01.02.0082;;;;;
289;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;8;Expediente/Papel Cartolina - Amarela;40 TARJETAS 10 X 30 CM AMARELA;01.02.0090;;;;;
640;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;5;Expediente/Papel Cartolina - Azul;40 TARJETAS 10 X 30 CM AZUL;01.02.0405;;;;;
677;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;5;Expediente/Papel Cartolina - Rosa;40 TARJETAS 10 X 30 CM ROSA;01.02.0408;;;;;
965;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;1;Check Item/CESTA DE LIXO;Pode ser o lixo da sala se estiver limpo ou cesta confeccionada em jornal ou um saco plástico;;;;;;
1047;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1798;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;NP;No Campo/MP QT Fase I;;;;;;;
1911;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
1957;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2002;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2094;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
3061;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;1;Caixa de Som ;;01.08.0010 ;;;;;
3126;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3189;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;1;Evento/Computador ;;02.01.0046 ;;;;;
3255;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3321;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3390;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3456;BA00000000457/010000001097;QUALIDADE TOTAL RURAL – FASE I – DEOLHO NA QUALIDADE RURAL;1;Tela de Projeção ;;01.08.0057 ;;;;;
32;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;NP;Expediente/Borracha - Bicolor - Macia 52x18x7 mm;;01.02.0016;;;;;
86;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
128;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;NP;Expediente/Lápis Apontado - Preto - nº 02;;01.02.0070;;;;;
290;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;8;Expediente/Papel Cartolina - Amarela;40 TARJETAS 10 X 30 CM AMARELA;01.02.0090;;;;;
365;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;4;Expediente/Tesoura Escolar - 15cm;;01.02.0135;;;;;
641;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;5;Expediente/Papel Cartolina - Azul;40 TARJETAS 10 X 30 CM AZUL;01.02.0405;;;;;
678;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;5;Expediente/Papel Cartolina - Rosa;40 TARJETAS 10 X 30 CM ROSA;01.02.0408;;;;;
795;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;4;Expediente/Cola Bastão - Branca - 10g;;01.02.0603;;;;;
1048;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1175;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;1;Check Item/JORNAL;;;;;;;
1493;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;NP;Impresso/Termo de Adesão QT;;;;;;;
1799;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;NP;No Campo/MP QT Fase II;;;;;;;
1912;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
1958;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2003;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2096;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2231;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;4;REVISTAS PARA RECORTE;;;;;;;
2270;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;4;Expediente/Barbante 4/8;;01.02.0045;;;;;
3060;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;1;Caixa de Som ;;01.08.0010 ;;;;;
3125;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3188;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;1;Evento/Computador ;;02.01.0046 ;;;;;
3254;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3320;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3389;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3455;BA00000000350/010000000697;QUALIDADE TOTAL RURAL – FASE II – GESTÃO DA QUALIDADE RURAL;1;Tela de Projeção ;;01.08.0057 ;;;;;
1822;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;2;PAPEL PARDO;;;;;;;
1945;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;1;PINCEL ATÔMICO AZUL;;;;;;;
1990;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;1;PINCEL ATÔMICO PRETO;;;;;;;
2021;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;15;PAPEL SULFIT FOLHA;cortada ao meio no comprimento da folha;01.02.0422;;;;;
2022;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;3;Expediente/Cola Bastão - Branca - 20g;;01.02.0034;;;;;
2023;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
2024;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;1;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
2025;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;6;Expediente/Giz de Cera - 12 Cores;;01.02.0319;;;;;
2026;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;20;Expediente/Papel Flip Chart;;01.02.0179;;;;;
2027;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;1;Expediente/Tesoura Escolar - 15cm;;01.02.0135;;;;;
2028;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
2029;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;NP;Gráfica/Cartão para Crachá - Matriz - Produto Sustentavel;;02.01.0485;;;;;
2030;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;NP;Gráfica/Certificado - Matriz- Produto Sustentavel;;02.01.0483;;;;;
2031;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
2032;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
2033;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2034;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2035;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2036;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;30;Expediente/Pasta com Aba de Elástico Tamanho Ofício ;;01.02.0110;;;;;
2069;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;1;PINCEL ATÔMICO VERDE;;;;;;;
2151;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;1;PINCEL ATÔMICO VERMELHO;;;;;;;
2182;BA00000000734/0000000583;REDES ASSOCIATIVAS NO CAMPO MÓDULO I – DESPERTANDO PARA O ASSOCIATIVISMO;40;QUEBRA CABEÇA COMPOSTO DE 40 PEÇAS FORMANDO UMA ESTRADA;;;;;;;
594;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;CAIXA PEQUENA PADRÃO MATRIZ;;;;;;;
1336;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;35;Expediente/Tecido TNT 2 metros x 1,6 largura;VENDAS PARA OS OLHOS;;;;;;
1400;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;90;IMPRESSO/FORMULÁRIOS AÇÕES IMPLANTADAS 103, AÇÕES 104 E PLANO CÓPIAS DE EDUCADOR;;;;;;;
1692;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;8;MARCADOR PARA QUADRO BRANCO ;COR AZUL;;;;;;
1783;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;10;METROS DE PAPEL KRAFT;;;;;;;
1946;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;12;PINCEL ATÔMICO AZUL;;;;;;;
1991;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;12;PINCEL ATÔMICO PRETO;;;;;;;
2044;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;2;Expediente/Cola Bastão - Branca - 20g;;01.02.0034;;;;;
2045;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
2046;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
2047;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;6;Expediente/Giz de Cera - 12 Cores;;01.02.0319;;;;;
2048;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;40;Expediente/Papel Flip Chart;;01.02.0179;;;;;
2049;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Expediente/Tesoura Escolar - 15cm;;01.02.0135;;;;;
2050;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
2051;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Gráfica/Cartão para Crachá - Matriz - Produto Sustentavel;;02.01.0485;;;;;
2052;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
2053;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2054;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2055;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2058;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;150;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel - Folha;;01.02.0086;;;;;
2059;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;30;Expediente/Pasta com Aba de Elástico Tamanho Ofício ;;01.02.0110;;;;;
2060;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;15;Expediente/Papel Cartolina - Amarela;10 tarjetas 11x51 por cartolina de 60x48;01.02.0090;;;;;
2061;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;4;Expediente/Papel Cartolina - Azul;10 tarjetas 11x51 por cartolina de 60x48;01.02.0405;;;;;
2062;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;9;Expediente/Papel Cartolina - Branca;10 tarjetas 11x51 por cartolina de 60x48;01.02.0406;;;;;
2063;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;5;Expediente/Papel Cartolina - Branca;5 tarjetas grandes por cartolina de 60x48 ;01.02.0406;;;;;
2064;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;7;Expediente/Papel Cartolina - Rosa;10 tarjetas 11x51 por cartolina de 60x48;01.02.0408;;;;;
2065;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;17;Expediente/Papel Cartolina - Verde;10 tarjetas 11x51 por cartolina de 60x48;01.02.0409;;;;;
2070;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;1;PINCEL ATÔMICO VERDE;;;;;;;
2152;BA00000000765/0000000667;REDES ASSOCIATIVAS NO CAMPO MÓDULO II – PLANEJANDO NOSSO EMPREENDIMENTO COLETIVO;5;PINCEL ATÔMICO VERMELHO;;;;;;;
221;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;?;CAIXA COM 10 UNIDADES 4 GRAMPEADORES;;;;;;;
1299;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;CX DE GRAMPOS;;;;;;;
1313;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;4;EXPEDIENTE/LÂMINAS EMBORRACHADO - EVA (70 X 60 CM);;;;;;;
1315;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;Expediente/Papel Cartolina - amarelo; AMARELO;;;;;;
1409;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;Impresso/MODELO DE TANGRAM PARA O CARTAZ ILUSTRATIVO;PAG. 83 GUIA DO EDUCADOR;;;;;;
1412;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;3;Impresso/MODELOS PARA A CARTELA DA FIGURA-TAREFA;PAG. 84 GUIA DO EDUCADOR. OBS.:1 3 JOGOS DE TANGRAM;;;;;;
1482;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;4;IMPRESSOS/CÓPIAS DO CONTRATO DE PRESTAÇÃO DE SERVIÇO DO ANEXO II;PAG. 42 GUIA DO EDUCADOR 70 SAQUINHOS PLÁSTICOS;;;;;;
1487;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;2;IMPRESSOS/CÓPIAS DO MOLDE DO BONÉ DO ANEXO I;;;;;;;
1914;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;PINCEL ATOMICO AZUL;;;;;;;
1915;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;10;PINCEL ATOMICO AZUL;;;;;;;
1960;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;10;PINCEL ATOMICO PRETO;;;;;;;
2005;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;5;PINCEL ATOMICO VERDE;;;;;;;
2076;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;2;FOLHAS DE PAPEL TNT AMARELO (1,50 CM X 1,10CM);;01.02.0455;;;;;
2077;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;2;FOLHAS DE PAPEL TNT VERDE (1,50 CM X 1,10CM);;01.02.0456;;;;;
2079;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;5;Expediente/Cola Bastão - Branca - 20g;;01.02.0034;;;;;
2080;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
